,text,label,label_name,text_clean
237,i was trapped in the mall and was starting to feel like a mallrat and i hated it,3,anger,i was trapped in the mall and was starting to feel like a mallrat and i hated it
238,i guess ive been feeling agitated lately,3,anger,i guess ive been feeling agitated lately
239,i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,3,anger,i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy
240,i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing,3,anger,i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing
241,i feel stressed frequently,3,anger,i feel stressed frequently
242,im feeling slightly irritable but generally level headed and actually not in a bad mood,3,anger,im feeling slightly irritable but generally level headed and actually not in a bad mood
243,i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,3,anger,i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach
244,i feel like this vile thing brooding gnawing deeper in spirit,3,anger,i feel like this vile thing brooding gnawing deeper in spirit
245,i found working out of detroit specialized in christian literature lol im feeling a little grouchy tonight,3,anger,i found working out of detroit specialized in christian literature lol im feeling a little grouchy tonight
246,i feel like she was bitter towards people who were in upper class just because they were in upper class,3,anger,i feel like she was bitter towards people who were in upper class just because they were in upper class
247,i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head,3,anger,i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head
248,i feel that the classroom is extremely dangerous,3,anger,i feel that the classroom is extremely dangerous
249,i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,3,anger,i seem to wake up every day recently feeling immensely irritable and i cant quite work out why
250,im just feeling rebellious,3,anger,im just feeling rebellious
251,i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,3,anger,i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive
252,i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore,3,anger,i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore
253,i must have been feeling a little cranky about the,3,anger,i must have been feeling a little cranky about the
254,im feeling particularly dangerous a chocolate cookie,3,anger,im feeling particularly dangerous a chocolate cookie
255,im supposed to be excited about my tattoo today but instead all im feeling is pissed off,3,anger,im supposed to be excited about my tattoo today but instead all im feeling is pissed off
256,ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,3,anger,ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed
257,i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,3,anger,i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed
258,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,3,anger,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues
259,there was a cat on the street it had been run over and its head was open we passed beside it,3,anger,there was a cat on the street it had been run over and its head was open we passed beside it
260,i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,3,anger,i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue
261,this happened when i could not get into the school i had initially wanted,3,anger,this happened when i could not get into the school i had initially wanted
262,i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,3,anger,i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal
263,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,3,anger,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society
264,i feel heartless now feeling bored and not believe in love anymore,3,anger,i feel heartless now feeling bored and not believe in love anymore
265,i was half feeling very irritated and just wanted to get out of a amp f lol,3,anger,i was half feeling very irritated and just wanted to get out of a amp f lol
266,i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,3,anger,i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover
267,i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked,3,anger,i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked
268,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,3,anger,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion
269,i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,3,anger,i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward
270,i feel so resentful about having to take care of us and not getting to do what i want to do,3,anger,i feel so resentful about having to take care of us and not getting to do what i want to do
271,i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,3,anger,i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us
272,i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,3,anger,i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive
273,i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,3,anger,i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought
274,i feel i did some thing impolite katanya,3,anger,i feel i did some thing impolite katanya
275,when people harrass me i feel oppressed by their behavior,3,anger,when people harrass me i feel oppressed by their behavior
276,i feel like a stubborn year old,3,anger,i feel like a stubborn year old
277,i vividly remember feeling so offended that she would even dream such a thing could be a choice,3,anger,i vividly remember feeling so offended that she would even dream such a thing could be a choice
278,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,3,anger,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown
279,i feel like i had this bitchy undertone the whole convo like kinda sarcastic,3,anger,i feel like i had this bitchy undertone the whole convo like kinda sarcastic
280,im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,3,anger,im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us
281,i was feeding morla i started to feel agitated and for no reason,3,anger,i was feeding morla i started to feel agitated and for no reason
282,i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,3,anger,i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied
283,i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,3,anger,i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us
284,i feel very angry but once a simple msg made me blur really blur,3,anger,i feel very angry but once a simple msg made me blur really blur
285,i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,3,anger,i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths
286,i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,3,anger,i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused
287,i feel very angry and upset with my customer,3,anger,i feel very angry and upset with my customer
288,i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,3,anger,i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not
289,i think unconsciously subconsciously i feel like a vile vile being,3,anger,i think unconsciously subconsciously i feel like a vile vile being
290,i mention that im feeling cranky,3,anger,i mention that im feeling cranky
291,i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,3,anger,i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy
292,i was feeling frustrated and tired today,3,anger,i was feeling frustrated and tired today
293,i started to feel dissatisfied by the ease and convenience of it all,3,anger,i started to feel dissatisfied by the ease and convenience of it all
294,i cant help but feel someones going to end up pissed at me,3,anger,i cant help but feel someones going to end up pissed at me
295,i do i feel like i just make him mad or upset and he doesn t talk to me,3,anger,i do i feel like i just make him mad or upset and he doesn t talk to me
296,i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,3,anger,i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it
297,i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,3,anger,i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment
298,i was feeling irritable and grumpy today so i came home for lunch took a nap,3,anger,i was feeling irritable and grumpy today so i came home for lunch took a nap
299,when i saw a man hitting a child of years without any consideration,3,anger,when i saw a man hitting a child of years without any consideration
300,i do feel offended and i think justly,3,anger,i do feel offended and i think justly
301,im feeling a bit bitchy tonight so i will be,3,anger,im feeling a bit bitchy tonight so i will be
302,i have loved not feeling rushed here,3,anger,i have loved not feeling rushed here
303,i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,3,anger,i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like
304,i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes,3,anger,i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes
305,i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u,3,anger,i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u
306,i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction,3,anger,i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction
307,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,3,anger,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a
308,im feeling queezy and cant be bothered putting these in order so here goes,3,anger,im feeling queezy and cant be bothered putting these in order so here goes
309,i feel so angry that cancer is slowly killing my dad,3,anger,i feel so angry that cancer is slowly killing my dad
310,i may notice that you feel aggravated or joyful or whatever it is that youre feeling,3,anger,i may notice that you feel aggravated or joyful or whatever it is that youre feeling
311,i feel selfish for that choice i made i just beg that you dont let your love for me go away,3,anger,i feel selfish for that choice i made i just beg that you dont let your love for me go away
312,i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,3,anger,i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed
313,i get this sudden feeling that i am completely annoyed at him,3,anger,i get this sudden feeling that i am completely annoyed at him
314,i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now,3,anger,i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now
315,i feel like a failure like i m so fucked up that i have to be medically managed,3,anger,i feel like a failure like i m so fucked up that i have to be medically managed
316,i was left with my integrity and my dignity intact but feeling pissed off,3,anger,i was left with my integrity and my dignity intact but feeling pissed off
317,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,3,anger,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives
318,i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,3,anger,i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all
319,listening to my roommate boasting about her new clothes,3,anger,listening to my roommate boasting about her new clothes
320,im feeling more fucked up than ive ever had and its nothing to do with my school work,3,anger,im feeling more fucked up than ive ever had and its nothing to do with my school work
321,i feel very irritated and annoyed today,3,anger,i feel very irritated and annoyed today
322,i do feel that they are greedy and money hungry absolutely,3,anger,i do feel that they are greedy and money hungry absolutely
323,i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,3,anger,i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines
324,i think i am starting to feel jealous,3,anger,i think i am starting to feel jealous
325,i am so tired about it and i feel so fucked up,3,anger,i am so tired about it and i feel so fucked up
326,i feel like a bitchy selfish idiot,3,anger,i feel like a bitchy selfish idiot
327,i feel so disgusted and ashamed of myself,3,anger,i feel so disgusted and ashamed of myself
328,i do feel very angered though,3,anger,i do feel very angered though
329,i feel hateful of myself for being alone,3,anger,i feel hateful of myself for being alone
330,i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,3,anger,i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you
331,i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure,3,anger,i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure
332,i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,3,anger,i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives
333,i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,3,anger,i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students
334,i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration,3,anger,i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration
335,i feel greedy with my thoughts and it is a relief to let them linger,3,anger,i feel greedy with my thoughts and it is a relief to let them linger
336,i practically got the feeling of a hostile environment,3,anger,i practically got the feeling of a hostile environment
337,i aint pissed angry mad or anything i just feel pretty much fuckin insulted,3,anger,i aint pissed angry mad or anything i just feel pretty much fuckin insulted
338,i get a feeling that why did i pay for getting so fucked,3,anger,i get a feeling that why did i pay for getting so fucked
339,i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit,3,anger,i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit
340,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,3,anger,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them
341,i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,3,anger,i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started
342,i feel many petty people have judged me simply because i may be one,3,anger,i feel many petty people have judged me simply because i may be one
343,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,3,anger,i feel pretty tortured because i work a job and often the inspiration strikes while im at work
344,i feel incredibly sarcastic right now,3,anger,i feel incredibly sarcastic right now
345,i am feeling irritable cranky often,3,anger,i am feeling irritable cranky often
346,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,3,anger,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other
347,im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,3,anger,im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http
348,i wrong or ridiculous to feel pissed,3,anger,i wrong or ridiculous to feel pissed
349,i tend to stop breathing when i m feeling stressed,3,anger,i tend to stop breathing when i m feeling stressed
350,a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,3,anger,a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something
351,i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit,3,anger,i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit
352,i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them,3,anger,i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them
353,i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,3,anger,i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude
354,when a friend of mine keeps telling me morbid things that happened to his dog,3,anger,when a friend of mine keeps telling me morbid things that happened to his dog
355,i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,3,anger,i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake
356,i am feeling a little bit hostile towards my ex today,3,anger,i am feeling a little bit hostile towards my ex today
357,i was thinking about going out to dinner but im feeling like i might not be bothered too,3,anger,i was thinking about going out to dinner but im feeling like i might not be bothered too
358,i feel fucked tape last year make sure you get this,3,anger,i feel fucked tape last year make sure you get this
359,i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,3,anger,i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it
360,i feel like i only get mad if i think someones doing something thats really unjust,3,anger,i feel like i only get mad if i think someones doing something thats really unjust
361,i was feeling kind of rebellious and my post was a little on the,3,anger,i was feeling kind of rebellious and my post was a little on the
362,i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,3,anger,i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out
363,i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,3,anger,i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans
364,i feel stressed he gets upset for that too,3,anger,i feel stressed he gets upset for that too
365,i feel im being violent is i say no im not going to accept that and here are the consequences,3,anger,i feel im being violent is i say no im not going to accept that and here are the consequences
366,i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,3,anger,i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol
367,i don t feel that irritated,3,anger,i don t feel that irritated
368,im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,3,anger,im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities
369,i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,3,anger,i feel rebellious today so i ll leave this as a warning to myself on how radical i can be
370,i wonder how it feels to have angered and disappointed millions of people in one morning,3,anger,i wonder how it feels to have angered and disappointed millions of people in one morning
371,i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,3,anger,i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies
372,i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,3,anger,i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore
373,i can go from elated laughing to plunging back into my extreme misery at a simple exchange that it feels so dangerous now,3,anger,i can go from elated laughing to plunging back into my extreme misery at a simple exchange that it feels so dangerous now
374,i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,3,anger,i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way
375,i can literally feel a hateful glare directed at me,3,anger,i can literally feel a hateful glare directed at me
376,i start to feel agitated inside,3,anger,i start to feel agitated inside
377,i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,3,anger,i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell
378,i went for the large double double along with a chocolate chip muffin i was feeling dangerous,3,anger,i went for the large double double along with a chocolate chip muffin i was feeling dangerous
379,i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,3,anger,i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one
380,i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,3,anger,i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat
381,i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,3,anger,i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades
382,when i ate a rotten apple,3,anger,when i ate a rotten apple
383,i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared,3,anger,i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared
384,i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,3,anger,i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later
385,i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,3,anger,i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am
386,i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,3,anger,i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough
387,im feeling a bit cranky today,3,anger,im feeling a bit cranky today
388,id be less than honest on this blog if i didnt report that im feeling very petty right now,3,anger,id be less than honest on this blog if i didnt report that im feeling very petty right now
389,i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare,3,anger,i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare
390,i feel like a vile traitor even saying such a thing but its the truth,3,anger,i feel like a vile traitor even saying such a thing but its the truth
391,i do feel envious of those with kids at certain moments,3,anger,i do feel envious of those with kids at certain moments
392,im feeling bitchy on saturday,3,anger,im feeling bitchy on saturday
393,i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,3,anger,i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity
394,i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,3,anger,i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island
395,i feel like there is a violent war going on in my stomach,3,anger,i feel like there is a violent war going on in my stomach
396,i feel hated by my parents,3,anger,i feel hated by my parents
397,i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is,3,anger,i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is
398,i hear such stories i feel cold,3,anger,i hear such stories i feel cold
399,id been struggling with feeling highly irritable toward my husband,3,anger,id been struggling with feeling highly irritable toward my husband
400,i mean fuck i feel like i was way more considerate with customers and concerned about appearance and sanitiation snoozel pm but fine,2,love,i mean fuck i feel like i was way more considerate with customers and concerned about appearance and sanitiation snoozel pm but fine
401,i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary,2,love,i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary
402,im so going to end up feeling slutty and be like ah,2,love,im so going to end up feeling slutty and be like ah
403,im just feeling very delicate today,2,love,im just feeling very delicate today
404,i feel like i am meant to partner up be supportive lend a hand or a heart and yet i resent this feeling,2,love,i feel like i am meant to partner up be supportive lend a hand or a heart and yet i resent this feeling
405,i feel naughty and dirty sometimes but this gives me certain pleasure so why not,2,love,i feel naughty and dirty sometimes but this gives me certain pleasure so why not
406,i kiss your lips i feel sweet,2,love,i kiss your lips i feel sweet
407,i feel regret for my beloved city,2,love,i feel regret for my beloved city
408,i feel completely blessed to be a part of this group,2,love,i feel completely blessed to be a part of this group
409,i bring this up because i am feeling increasingly nostalgic for a game ive never played,2,love,i bring this up because i am feeling increasingly nostalgic for a game ive never played
410,i just read this on yahoo and thought it verrrrrrrryyyy interesting n n n n red may be the color of love for a reason it makes men feel more amorous ntoward,2,love,i just read this on yahoo and thought it verrrrrrrryyyy interesting n n n n red may be the color of love for a reason it makes men feel more amorous ntoward
411,i must say that i feel that i accepted something of a poisoned chalice,2,love,i must say that i feel that i accepted something of a poisoned chalice
412,i feel like im falling out of love with him in a way and not in a romantic sense,2,love,i feel like im falling out of love with him in a way and not in a romantic sense
413,i feel all kinds of excitment bacuse i really enjoy art and i hope my art will generate some talk amongst the loyal and the passerby,2,love,i feel all kinds of excitment bacuse i really enjoy art and i hope my art will generate some talk amongst the loyal and the passerby
414,i love the wispy feeling of the delicate strands and the mellow green vibe,2,love,i love the wispy feeling of the delicate strands and the mellow green vibe
415,i get the feeling he has naughty intentions,2,love,i get the feeling he has naughty intentions
416,i am stone and even with only the cm thickness i do not get anywhere near to feeling the slats supporting the mattress except when i sit on the edge unsurprisingly,2,love,i am stone and even with only the cm thickness i do not get anywhere near to feeling the slats supporting the mattress except when i sit on the edge unsurprisingly
417,i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,2,love,i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me
418,i feel like im single handedly supporting the tissue industry at the moment,2,love,i feel like im single handedly supporting the tissue industry at the moment
419,i attended a session in the pub afterwards and i m feeling a bit tender this morning,2,love,i attended a session in the pub afterwards and i m feeling a bit tender this morning
420,i had that feeling in a very very long while and i couldnt decide whether i liked it or not,2,love,i had that feeling in a very very long while and i couldnt decide whether i liked it or not
421,i feel like i should mention that i wasnt fond of the damn shapeshifter in the first place,2,love,i feel like i should mention that i wasnt fond of the damn shapeshifter in the first place
422,i still have that feeling to you until now ya the feeling to loving you,2,love,i still have that feeling to you until now ya the feeling to loving you
423,im feeling generous tonight,2,love,im feeling generous tonight
424,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,2,love,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me
425,i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges,2,love,i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges
426,i feel that this community s most beloved living our lives gold or silver nest as their grass nest long time ago our house is divided now called the commercial housing,2,love,i feel that this community s most beloved living our lives gold or silver nest as their grass nest long time ago our house is divided now called the commercial housing
427,i feel so blessed to be experiencing this season of my life as a new mother,2,love,i feel so blessed to be experiencing this season of my life as a new mother
428,i feel absolutely lovely now with a cup of hot green tea next to the keyboard,2,love,i feel absolutely lovely now with a cup of hot green tea next to the keyboard
429,i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2,love,i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things
430,i dont have the hatred for juice that i had last night at this time but im not feeling too fond of the veggie smell in my kitchen,2,love,i dont have the hatred for juice that i had last night at this time but im not feeling too fond of the veggie smell in my kitchen
431,i wasn t feeling hot i knew that i needed to cool my body temperature and drink more fluids,2,love,i wasn t feeling hot i knew that i needed to cool my body temperature and drink more fluids
432,i feel him her in the gentle breeze,2,love,i feel him her in the gentle breeze
433,i want to seduce you into buying it without you feeling liked youve been conned or connived into it,2,love,i want to seduce you into buying it without you feeling liked youve been conned or connived into it
434,i really feel like he will never love me he will never be affectionate because he doesnt love me,2,love,i really feel like he will never love me he will never be affectionate because he doesnt love me
